Acquisitions ID,Child,Parent,Year Acquired,Deal Date,Price,Status,Terms,Acquisition Profile,News,News Link,Location,City,symbol,Industry
Microsoft acquired Komoku in 2008,Komoku,Microsoft,2008,20/03/2008,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/cf95188589176d8b21f2d97ea9ff3a4a,Komoku Inc.,http://www.microsoft.com/security/portal/komoku/,USA,Unknown,MSFT,Technology
Microsoft acquired LinkAge Software in 1997,LinkAge Software,Microsoft,1997,30/06/1997,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5e4c8b156bec96940b7348f3c1590285,Microsoft Acquires LinkAge Software,http://www.microsoft.com/en-us/news/press/1997/jun97/linkagpr.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired linkexchange in 1998,linkexchange,Microsoft,1998,5/11/1998,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/075bb7274052647e673ab40ce1f405b8,Microsoft acquires LinkExchange - CNET News,http://news.cnet.com/Microsoft-acquires-LinkExchange/2100-1033_3-217516.html,USA,Unknown,MSFT,Technology
Microsoft acquired Lionhead Studios in 2006,Lionhead Studios,Microsoft,2006,6/04/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/561f3c6561e442806aa52c38d4bc6a98,BBC NEWS | Technology | Microsoft snaps up UK games guru,http://news.bbc.co.uk/2/hi/technology/4882330.stm,USA,Unknown,MSFT,Technology
Microsoft acquired Massive in 2006,Massive,Microsoft,2006,1/05/2006,"$200,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/184af64fca1a360580c8cb1c9884b851,Microsoft acquired Massive,http://blog.quintura.com/2008/05/22/mangrove-capital-bets-on-russian-in-game-advertising/,USA,Unknown,MSFT,Technology
Microsoft acquired Media-Streams.com in 2005,Media-Streams.com,Microsoft,2005,2/11/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/21198d5a3ecc4249b2399d817c73a955,"Microsoft to Acquire media-streams.com AG, Technologies to Integrate Voice Communications Into Microsoft Office System",http://www.microsoft.com/en-us/news/press/2005/nov05/11-02mshanoverpr.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired Medstory in 2007,Medstory,Microsoft,2007,26/02/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/2338e610a8b135f7025f1319ded3d353,Microsoft acquired Medstory,http://www.nytimes.com/2007/02/27/technology/27soft.html,USA,Unknown,MSFT,Technology
Microsoft acquired MESA Group in 1998,MESA Group,Microsoft,1998,28/04/1998,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/20e02ee81c6a2710bdb86f7b81bbc75e,Microsoft acquired MESA Group,http://www.alacrastore.com/storecontent/Thomson_M&A/Microsoft_Corp_acquires_MESA_Group_Inc-755646020,USA,Unknown,MSFT,Technology
Microsoft acquired MessageCast in 2005,MessageCast,Microsoft,2005,11/03/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d46cf23bdb2b39a2cb2c7f59594968cc,MSN Acquires MessageCast to Expand Automated Alerting Services,http://www.microsoft.com/en-us/news/press/2005/may05/05-11messagecastpr.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired MetricsHub in 2013,MetricsHub,Microsoft,2013,4/03/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ab2bcef03155a512ff14c577a82c2512,Microsoft Acquires Cloud Performance Management Service MetricsHub Makes It Available For Free On Azure | TechCrunch,http://techcrunch.com/2013/03/04/microsoft-acquires-cloud-performance-management-service-metricshub-makes-it-available-for-free-on-azure/,USA,Unknown,MSFT,Technology
Microsoft acquired MobiComp in 2008,MobiComp,Microsoft,2008,26/06/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ca10ade10b14063a535b3a169f9a44de,MobiComp to be Acquired by Microsoft | TechCrunch,http://techcrunch.com/2008/06/26/mobicomp-to-be-acquired-by-microsoft/,USA,Unknown,MSFT,Technology
Microsoft acquired Mojang in 2014,Mojang,Microsoft,2014,15/09/2014,"$15,000,000,000",Pending,Undisclosed,http://www.crunchbase.com/acquisition/0df2a1cbab51de234d398d113e952ad1,Microsoft Has Acquired Minecraft For $2.5 Billion | TechCrunch,http://techcrunch.com/2014/09/15/microsoft-has-acquired-minecraft/,USA,Unknown,MSFT,Technology
Microsoft acquired MongoMusic in 2000,MongoMusic,Microsoft,2000,14/09/2000,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ae11f7ce04e3ba8c6dbd5fcb1808b3ca,InternetNews - Software Storage Security Server Networking News for IT Managers - InternetNews.,http://www.internetnews.com/bus-news/article.php/459831/Microsoft-Acquires-MongoMusic.htm,USA,Unknown,MSFT,Technology
Microsoft acquired Motion Bridge in 2006,Motion Bridge,Microsoft,2006,13/02/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e8ba2fce5b5fc69a5ac2fb16b6083a05,Microsoft Acquires Mobile Search Technology Provider MotionBridge,http://www.microsoft.com/en-us/news/press/2006/feb06/02-13motionbridgepr.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired MultiMap in 2007,MultiMap,Microsoft,2007,12/12/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ba5ce05bd32e0e7650b5555a631a546d,Microsoft buys Multimap,http://www.theguardian.com/media/2007/dec/12/microsoft.digitalmedia,USA,Unknown,MSFT,Technology
Microsoft acquired Navic Networks in 2008,Navic Networks,Microsoft,2008,18/06/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5c6a25bc635c5f67600c1dc8d09b485e,Microsoft acquired Navic Networks,http://biz.yahoo.com/prnews/080618/aqw055.html,USA,Unknown,MSFT,Technology
Microsoft acquired Navision in 2002,Navision,Microsoft,2002,7/05/2002,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b1f47b15c44f1bac5e649ddcf1b5a084,Microsoft acquired Navision,http://www.microsoft.com/presspass/Press/2002/Jul02/07-11NavisionAcquisitionPR.mspx,USA,Unknown,MSFT,Technology
Microsoft acquired NCompass Labs in 2001,NCompass Labs,Microsoft,2001,30/04/2001,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/580df2bba887f280fead99b271f757d0,Microsoft to Acquire NCompass Labs,http://www.microsoft.com/en-us/news/press/2001/apr01/04-30ncompasspr.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired NetCarta in 1996,NetCarta,Microsoft,1996,10/12/1996,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8feb6af933d14d142ae3241364f3cf9a,Microsoft Agrees to Acquire NetCarta,http://www.microsoft.com/en-us/news/press/1996/dec96/netcarpr.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired NetGames in 2000,NetGames,Microsoft,2000,12/07/2000,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f335d909721e8d22125f44066b172b63,Microsoft Acquires NetGames USA,http://www.microsoft.com/en-us/news/press/2000/jul00/netgamespr.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired Netwise in 1995,Netwise,Microsoft,1995,6/11/1995,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a0183024f47fedde9b00ae0170897353,Microsoft acquired Netwise,http://www.alacrastore.com/storecontent/Thomson_M&A/Microsoft_Corp_acquires_Netwise_Inc-515631020,USA,Unknown,MSFT,Technology
Microsoft acquired Network Managers in 1995,Network Managers,Microsoft,1995,10/07/1995,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c560beacd2966c8fe58df4cd4f3048f4,Microsoft acquired Network Managers,http://www.alacrastore.com/storecontent/Thomson_M&A/Microsoft_Corp_acquires_Network_Managers_PLC-494141040,USA,Unknown,MSFT,Technology
Microsoft acquired NextBase in 1994,NextBase,Microsoft,1994,1/11/1994,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6f9a1db5f1849d2a2a975a3887517f7b,"MICROSOFT ANNOUNCES ACQUISITION OF NEXTBASE, ADDS AWARD-WINNING INTERACTIVE MAPPING SOFTWARE TO MICROSOFT HOME LINE - Free Online Library","http://www.thefreelibrary.com/MICROSOFT+ANNOUNCES+ACQUISITION+OF+NEXTBASE,+ADDS+AWARD-WINNING...-a015876951",USA,Unknown,MSFT,Technology
Microsoft acquired Numinous Technologies in 1999,Numinous Technologies,Microsoft,1999,29/03/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/76b39a72823f6b23430f542da7a7b1e6,Microsoft acquired Numinous Technologies,http://findarticles.com/p/articles/mi_m0CGN/is_1999_March_29/ai_54240194/,USA,Unknown,MSFT,Technology
Microsoft acquired ODG in 2013,ODG,Microsoft,2013,30/11/2013,"$150,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/173af6065b0393cd5d8c0dd9f7db329f,Microsoft Paid Up To $150M To Buy Wearable Computing IP From The Osterhout Design Group | TechCrunch,http://techcrunch.com/2014/03/27/microsoft-paid-up-to-150m-to-buy-wearable-computing-ip-from-the-osterhout-design-group/,USA,Unknown,MSFT,Technology
Microsoft acquired OmniBrowse in 1999,OmniBrowse,Microsoft,1999,15/06/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d2d2bf6a82fde9c7e2a94c918a281c10,Microsoft acquired OmniBrowse,http://findarticles.com/p/articles/mi_m0CGN/is_3682/ai_54887901/,USA,Unknown,MSFT,Technology
Microsoft acquired One Tree Software Ltd in 1994,One Tree Software Ltd,Microsoft,1994,15/11/1994,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/19a5244ca0d2cb900c3348290de2e073,MICROSOFT CORPORATION ACQUIRES ONE TREE SOFTWARE - Free Online Library,http://www.thefreelibrary.com/MICROSOFT+CORPORATION+ACQUIRES+ONE+TREE+SOFTWARE-a015862138,USA,Unknown,MSFT,Technology
Microsoft acquired Onfolio in 2006,Onfolio,Microsoft,2006,7/03/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3458ab399cfd2ca335210ccb6852ff38,Microsoft Enhances Windows Live Toolbar Capabilities With Acquisition of Onfolio,http://www.microsoft.com/en-us/news/press/2006/mar06/03-07onfoliopr.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired Opalis Software in 2009,Opalis Software,Microsoft,2009,11/12/2009,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/9e2f0008998059f4f06ce01f7cb3daf1,Microsoft Acquires Opalis Software,http://www.businessinsider.com/microsoft-acquires-opalis-software-2009-12,USA,Unknown,MSFT,Technology
Microsoft acquired Pacific Microsonics in 2000,Pacific Microsonics,Microsoft,2000,18/09/2000,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/2277306ef7b7ad45bda1b39251394dd3,Microsoft Acquires Pacific Microsonics Inc.,http://www.microsoft.com/en-us/news/press/2000/sept00/pmipr.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired Parature in 2014,Parature,Microsoft,2014,6/01/2014,"$100,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7f985b493a4218cfac0f56a9714465f2,Microsoft Acquires Parature For $100M In Deal To Bolster Knowledge Base For Dynamics CRM Platform | TechCrunch,http://techcrunch.com/2014/01/06/microsoft-acquires-parature-for-100m-in-deal-to-bolster-knowledge-base-for-dynamics-crm-platform/,USA,Unknown,MSFT,Technology
Microsoft acquired Parlano in 2007,Parlano,Microsoft,2007,29/08/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/20b7a4d0082c930e468a0503846d2717,Microsoft to Acquire Parlano,http://www.microsoft.com/en-us/news/press/2007/aug07/08-29parlanopr.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired Peach Networks in 2000,Peach Networks,Microsoft,2000,29/02/2000,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ee795b4a54607363f5f0f83d0c0d65aa,Microsoft To Acquire Peach Networks,http://www.microsoft.com/en-us/news/press/2000/feb00/peachpr.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired Perceptive Pixel in 2012,Perceptive Pixel,Microsoft,2012,9/07/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/fd7c7c93c6a5c3a1aefeeb08e28b6659,Microsoft Buys Perceptive Pixel A Developer Of Gargantuan Tablets,http://www.businessinsider.com/microsoft-bought-a-developer-of-gargantuan-tablets-2012-7,USA,Unknown,MSFT,Technology
Microsoft acquired PhoneFactor in 2012,PhoneFactor,Microsoft,2012,4/10/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/94de8ee32d22a08ec5e537803560cf54,Microsoft Acquires PhoneFactor To Keep Hackers From Destroying Your Life,http://www.businessinsider.com/microsoft-acquires-phonefactor-two-factor-authentication-2012-10,USA,Unknown,MSFT,Technology
Microsoft acquired PlaceWare in 2003,PlaceWare,Microsoft,2003,30/04/2003,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ddf1edb8514bfe339bfbc6e75968d809,PlaceWare Inc. Announces Its Acquisition by Microsoft Is Complete,http://www.microsoft.com/en-us/news/press/2003/apr03/04-30placewarefinalpr.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired Powerset in 2008,Powerset,Microsoft,2008,1/07/2008,"$100,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/7f841da9f651892166396faf320db28c,Official: Microsoft Buys Powerset,http://searchengineland.com/official-microsoft-buys-powerset-14305,USA,Unknown,MSFT,Technology
Microsoft acquired ProClarity Corporation in 2006,ProClarity Corporation,Microsoft,2006,25/05/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/fe7e10d5256f119afd238df306142879,,,USA,Unknown,MSFT,Technology
Microsoft acquired ProClarity in 2006,ProClarity,Microsoft,2006,3/04/2006,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/8eaef2f6c50206e539f8a50fbb37b37f,Microsoft Agrees to Acquire ProClarity Enhancing Business Intelligence Offering,http://www.microsoft.com/en-us/news/press/2006/apr06/04-03proclaritypr.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired R2 Studios in 2013,R2 Studios,Microsoft,2013,3/01/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7acd15ebfedcc8d5ecfeecf2fe39f635,Microsoft acquires home-automation company R2 Studios to beef up Xbox,http://venturebeat.com/2013/01/03/microsoft-buys-r2-studios/,USA,Unknown,MSFT,Technology
Microsoft acquired Rapt in 2008,Rapt,Microsoft,2008,14/03/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7c83b07f1d913a16cbccb251536f6bd2,Microsoft Picks Up Another Ad Startup: Rapt | TechCrunch,http://techcrunch.com/2008/03/14/microsoft-picks-up-another-ad-startup-rapt/,USA,Unknown,MSFT,Technology
Microsoft acquired Rare in 2002,Rare,Microsoft,2002,24/09/2002,"$337,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7965228c7e391e114713b167ad8cd603,Microsoft acquired Rare,http://www.microsoft.com/presspass/press/2002/sep02/09-24ProjectRPR.mspx,USA,Unknown,MSFT,Technology
Microsoft acquired RenderMorphics in 1995,RenderMorphics,Microsoft,1995,23/02/1995,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/11b9e4e9fc8f69fda7a20833ac934b80,Microsoft acquired RenderMorphics,http://www.alacrastore.com/storecontent/Thomson_M&A/Microsoft_Corp_acquires_RenderMorphics_Ltd-453450040,USA,Unknown,MSFT,Technology
Microsoft acquired Rosetta Biosoftware in 2009,Rosetta Biosoftware,Microsoft,2009,1/06/2009,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d8c6f83c611f7e2b4fb9f22120596150,Microsoft buys Merck unit in life sciences push - CNET,http://www.cnet.com/news/microsoft-buys-merck-unit-in-life-sciences-push/,USA,Unknown,MSFT,Technology
Microsoft acquired Screen Tonic in 2007,Screen Tonic,Microsoft,2007,3/05/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d7a7a62422d27279e8a2ed453663a5db,Microsoft buys mobile advertising company ScreenTonic,http://www.computerworld.com/s/article/9018558/Microsoft_buys_mobile_advertising_company_ScreenTonic,USA,Unknown,MSFT,Technology
Microsoft acquired SeaDragon Software in 2006,SeaDragon Software,Microsoft,2006,28/01/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5f0ca01ab026f887484f25b99cb3cc04,The Seattle Times: Business & Technology: Microsoft acquiring Seadragon Software,http://seattletimes.com/html/businesstechnology/2002767280_seadragon28.html,USA,Unknown,MSFT,Technology
Microsoft acquired Sendit in 1999,Sendit,Microsoft,1999,1/07/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/cf7fdbe46f727e2677f17f5b7c531729,Microsoft to Acquire Sendit,http://www.microsoft.com/en-us/news/features/1999/07-01sendit.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired Sentillion in 2009,Sentillion,Microsoft,2009,10/12/2009,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0cabdd26b7381d9fd5b32744f09c2d7e,Microsoft Acquires Healthcare Software Company Sentillion,http://www.businessinsider.com/microsoft-acquires-healthcare-software-company-sentillion-2009-12,USA,Unknown,MSFT,Technology
Microsoft acquired ShadowFactor Software in 1999,ShadowFactor Software,Microsoft,1999,7/06/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1ca465a925a0adba9e866f805a8f3419,Microsoft Acquires Software Manufacturer ShadowFactor,http://www.microsoft.com/en-us/news/press/1999/jun99/shadowpr.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired Skype in 2011,Skype,Microsoft,2011,10/05/2011,"$8,500,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/660cbb91f18b8470e2aa9fa1aadfccf0,Done Deal! Big Deal. Smart Deal? Microsoft Buys Skype For $8.5 Billion In Cash | TechCrunch,http://techcrunch.com/2011/05/10/microsoft-acquires-skype/,USA,Unknown,MSFT,Technology
Microsoft acquired Softricity in 2006,Softricity,Microsoft,2006,17/07/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/07fb7e3d6b04f55df5dd61c91c947889,Microsoft Completes Acquisition of Softricity,http://www.microsoft.com/en-us/news/press/2006/jul06/07-17softricitypr.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired Softway Systems in 1999,Softway Systems,Microsoft,1999,17/09/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/eb9dbff03b1eef1131e16f40d6cd065d,Microsoft Acquires Softway Systems To Strengthen Future Customer Interoperability Solutions,http://www.microsoft.com/en-us/news/press/1999/sept99/softwaypr.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired STNC in 1999,STNC,Microsoft,1999,21/07/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f122d11a4398dcb16c59326a875395ca,Microsoft Acquires STNC a Leader in Digital Cellular Software,http://www.microsoft.com/en-us/news/press/1999/jul99/stncpr.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired StorSimple in 2012,StorSimple,Microsoft,2012,17/10/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/9c52ce1c8e1bd63cd6230bf1cf4bad54,Microsoft acquired StorSimple,http://news.yahoo.com/microsoft-buys-online-storage-storsimple-173113652--finance.html,USA,Unknown,MSFT,Technology
Microsoft acquired Stratature in 2007,Stratature,Microsoft,2007,7/06/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/16e0cc6aa343ae20bb48f878f9261c6e,Microsoft completes Stratature acquisition - The Kirkapedia - Site Home - MSDN Blogs,http://blogs.msdn.com/b/knight_reign/archive/2007/06/07/microsoft-completes-stratature-acquisition.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired Sybari in 2005,Sybari,Microsoft,2005,8/02/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a0e1ce851aa1857f0ce7da3f4fdc3f49,Microsoft to Acquire Enterprise Anti-Virus Security Provider Sybari Software,http://www.microsoft.com/en-us/news/press/2005/feb05/02-08sybaripr.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired SyntaxTree in 2014,SyntaxTree,Microsoft,2014,3/07/2014,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/72a19a02e69d8907032cde03658f332c,"Microsoft Acquires SyntaxTree To Offer Better Unity Support In Visual Studio | TechCrunch, Microsoft Acquires SyntaxTree To Offer Better Unity Support In Visual Studio | TechCrunch","http://techcrunch.com/2014/07/02/microsoft-acquires-syntaxtree-to-offer-better-unity-support-in-visual-studio/, http://bit.ly/1qyuDvI",USA,Unknown,MSFT,Technology
Microsoft acquired Teleo in 2005,Teleo,Microsoft,2005,30/08/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/bbd4de3f88b31c787e588e340cbe30b4,Microsoft Acquires Teleo Innovative VoIP Technology Company,http://www.microsoft.com/en-us/news/press/2005/aug05/09-30msnteleopr.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired Tellme in 2007,Tellme,Microsoft,2007,14/03/2007,"$800,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/58cd2ea37087e071750f1d1b8cb718f4,Microsoft Acquires Tellme | TechCrunch,http://techcrunch.com/2007/03/14/microsoft-acquires-tellme/,USA,Unknown,MSFT,Technology
Microsoft acquired Twisted Pixel Games in 2011,Twisted Pixel Games,Microsoft,2011,12/10/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/878a8c9e795df4e85e654d5f11194b08,For The First Time In Five Years Microsoft Buys A Game Company,http://www.businessinsider.com/microsoft-buys-a-game-company-its-first-in-five-years-2011-10,USA,Unknown,MSFT,Technology
Microsoft acquired Valence Technology in 1998,Valence Technology,Microsoft,1998,25/08/1998,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/37fbf8c313e72f48de10e259bc262065,Microsoft acquired Valence Technology,http://news.cnet.com/Microsoft-buys-Valence-Research/2100-1001_3-214816.html,USA,Unknown,MSFT,Technology
Microsoft acquired Vermeer Technologies in 1996,Vermeer Technologies,Microsoft,1996,16/01/1996,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/4be26b9c4aa98203c7194fcab0925ff3,Microsoft acquired Vermeer Technologies,http://www.alacrastore.com/storecontent/Thomson_M&A/Microsoft_Corp_acquires_Vermeer_Technologies-530567020,USA,Unknown,MSFT,Technology
Microsoft acquired Vexcel in 2006,Vexcel,Microsoft,2006,4/05/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/4c59b201971d9de829e35d89d44ebc7a,Microsoft Acquires Vexcel Corp. a Worldwide Leader in Imagery and Remote Sensing Technology,http://www.microsoft.com/en-us/news/press/2006/may06/05-04vexcelpr.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired Vicinity Corporation in 2002,Vicinity Corporation,Microsoft,2002,22/10/2002,"$96,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/b8d43cc1978953f80375b523bb61b2e9,Microsoft Agrees to Acquire Vicinity Corporation to Extend Value Of Location-Based Technology for Customers and Developers,http://www.microsoft.com/en-us/news/press/2002/oct02/10-22bootstrappr.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired VideoSurf in 2011,VideoSurf,Microsoft,2011,23/11/2011,"$100,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/479f816b2007dc2f71d743dbc4cac6e3,With Its $100M Acquisition Of VideoSurf Microsoft’s Video Search Now Has Big Potential | TechCrunch,http://techcrunch.com/2011/11/23/with-its-100m-acquisition-of-videosurf-microsofts-video-search-now-has-big-potential/,USA,Unknown,MSFT,Technology
Microsoft acquired Visio Corporation in 1999,Visio Corporation,Microsoft,1999,15/09/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c7b10820c264a5fce9b93d5b0aa114df,Microsoft Agrees to Acquire Visio as Part of Mission To Increase Productivity for Businesses,http://www.microsoft.com/en-us/news/press/1999/sept99/visiopr.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired VXtreme in 1997,VXtreme,Microsoft,1997,5/08/1997,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/fa4ff5cf6b894dd1a13e44e44bd2d58e,"Microsoft Announces Acquisition of VXtreme, Rolls Out Streaming Multimedia Strategy With Release of NetShow 2.0",http://www.microsoft.com/en-us/news/press/1997/aug97/vxpr.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired WebTV Networks in 1997,WebTV Networks,Microsoft,1997,6/04/1997,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6f610a77d54d6649ace90389e3790ebb,Microsoft to Acquire WebTV Networks,http://www.microsoft.com/en-us/news/press/1997/apr97/webtvpr.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired Whale Communications in 2006,Whale Communications,Microsoft,2006,18/05/2006,"$75,000,000",Complete,Undisclosed,http://www.crunchbase.com/acquisition/2b69d017866677e10abde9a263093634,Microsoft to Acquire Whale Communications a Leading Provider of SSL VPN and Application Security Technologies,http://www.microsoft.com/en-us/news/press/2006/may06/05-18whalecommunicationspr.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired Windows Live Hotmail in 1997,Windows Live Hotmail,Microsoft,1997,31/12/1997,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/afc48683bfde68595377f0cb5fb31934,Microsoft Acquires Hotmail,http://www.microsoft.com/en-us/news/press/1997/dec97/hotmlpr.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired Winternals in 2006,Winternals,Microsoft,2006,18/07/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0fc3f25ffbb668c0893932dcfbd334d1,Unified management for Cloud OS with System Center 2012 R2 | Microsoft,http://www.microsoft.com/en-us/server-cloud/products/system-center-2012-r2/default.aspx,USA,Unknown,MSFT,Technology
Microsoft acquired XDegrees in 2002,XDegrees,Microsoft,2002,10/09/2002,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/12e2886e7e4f685716898d92881739a1,Microsoft buys security software upstart - CNET News,http://news.cnet.com/2100-1001-957366.html,USA,Unknown,MSFT,Technology
Microsoft acquired YaData in 2010,YaData,Microsoft,2010,13/08/2010,"$25,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/58cecca54fee686d149dad51775f2888,Microsoft Picks Up Israeli Ad-Targetting Software Startup YaData for a Reported $20 Million to $30 Million | TechCrunch,http://techcrunch.com/2008/02/27/microsoft-picks-up-israeli-ad-targetting-software-startup-yadata-for-a-reported-20-million-to-30-million/,USA,Unknown,MSFT,Technology
