symbol,sector
ZYXI,Healthcare Services
WULF,Communication Services
JANX,Consumer Discretionary
PBHC,Community Banks
TTI,Technology
AHL^E,AHL
EOS,Energy
TSLA,Consumer Cyclical
NSSC,Semiconductor & Other Electronic Components
CC,Real Estate
GIPR,Healthcare
VALE,Materials
CGAU,Gold & Silver Mining
REI,Real Estate Investment Trusts
AEF,Utilities
IHS,Materials
BBIO,Biotechnology
SQ,Technology
DHCNL,Communications Services
ALNT,Communication Services
CRCT,Consumer Discretionary Services (Specialty Retail)
ZH,Healthcare
NIXX,Technology
RDY,Pharmaceuticals
HLX,Utilities
NFLX,Technology
VFSWW,Technology
NXT,Technology
LEO,Technology
TKO,Transportation
HUHU,Communication Services
HLT,Hospitality
COOK,Food & Restaurants
HCWC,Technology
ARTW,Consumer Discretionary
VALN,Information Technology
IQ,Technology
BOWNR,Banking and Finance Services
VLCN,Healthcare
ASX,Technology
TBBK,Consumer Finance
TBPH,Pharmaceuticals
BYRN,Utilities
LTRX,Health Care
DNUT,Consumer Staples
OVV,Oils-Energy
JEF,Financial Services
ADV,Technology
ENTA,Energy
AIRJW,Financials
CVLG,Healthcare
LULU,Consumer Discretionary Services
TS,Technology
WOOF,Healthcare & Biotech
HPP,Health Care Devices
NATH,Technology
QDEL,Medical Technology
DRH,real_estate
QTRX,Technology
SYNA,Semiconductor/Computers
WDAY,Software - Networking/Communications
TAK,Technology
NMG,MGM Resorts International
ZG,Real Estate
BTA,Technology
DXC,Information Technology
CMRX,Healthcare
LEV,Consumer Discretionary
JWN,Home Improvement
CMMB,Materials
WLDN,Information Technology
VNOM,Health Care Services
RDVT,Technology
ENVA,Technology
SUPV,Healthcare
FTFT,Technology & Software
VCV,Technology
FHN^F,First-Hour Networks (Finance)
BNED,Specialty Retail
IMTX,Immunomedics Inc. - Immunotherapy/ Genomics
INTJ,Technology
DHF,Financials
ALL^I,Utilities
PATK,Financials
JEQ,Energy
DEO,Consumer Staples
LSPD,Pharma/Biotech
ETY,Materials
INTC,Technology
CUE,Energy
CVV,Consumer Goods
DV,Energy
BRDG,Technology
MUR,Materials
DBX,Cybersecurity
ENTO,Technology
GME,Consumer Discretionary
TUYA,Technology
RMT,Materials
BDSX,Technology
DBRG,Materials
KMPB,Communications
AUUD,Financial Services
ARGX,Biotechnology
FCUV,Healthcare Services
CE,Consumer Discretionary Goods
ATAT,Communication Services
SPIR,Technology
PLYA,Technology
TTMI,Tech/Communication Services
SIBN,Finance/Real Estate
ELMD,Materials & Construction
NMZ,Technology
GOLD,Mining
RLX,REITs
SHYF,Finance
PZG,Materials
TLK,Technology
CUK,Consumer Discretionary Services
VAC,Hospitality
Z,Technology
MHD,Healthcare
JKS,Technology
MRVL,Semiconductors & Semiconductor Equipment
JHG,Financial Services
MAT,Technology
CVAC,Biotechnology
CTMX,Technology
IMRX,Pharmaceuticals
MNY,Technology
CLNN,Technology
RIGL,Biotechnology
FLWS,Specialty Retail
WAT,Technology
ATMCU,Finance
SOJD,Technology
NXC,"Information

Tech"
ACMR,Technology
IONQ,Finance
SPRB,Healthcare
TSQ,Technology
AMTB,Finance/Investments
SNPS,Semiconductors and Semi-Conductor Equipment
CARS,Auto Manufacturers
EVM,Technology
CTRI,Technology
ANGO,Financial Services
NEOG,Healthcare
DADA,Media & Entertainment
CCD,Technology
PCG^G,Finance
JOF,Technology
TME,Technology
REX,REIT & Real Estate Services
EVC,Financial Technology
VTYX,Technology Services
AYRO,Autonomous Vehicles/Robotics
TRVG,Vacation (TRVG)
ALGS,Technology
BFRG,Banking & Other Financial Institutions
EXEL,Industrials
LNTH,Technology
BA,Aerospace/Defense
RMMZ,Technology
BAC^S,Banking
PDS,Financial Services
FENC,Technology-Semiconductors
CLNE,Clean Energy
GRNQ,Energy
PSX, industrials
CORT,Healthcare
EXPE,Financial Services
DOCS,Healthcare
TLRY,Consumer Defensive
REE,Energy
SNOA,Technology
SLNO,Technology
NBR,Financials
NXPL,Technology/communications
BTCT,Technology
HEPS,Communication Services
PNRG,Energy
ENOV,Technology
MDXG,Technology
JPM^J,Financial Services
OST,Technology
GDEN,Energy
JAZZ,Music & Entertainment
ACHC,Healthcare Services
LCTX,Information Technology
FOSL,"""Communication Services"""
GORV,Renewable Energy
NXGLW,Technology
RSI,Utilities
CXW,Metals & Mining
ITRN,Finance
MTLS,Technology
BTU,Energy & Mining
FBLG,BDCs (Business Development Companies)
NRBO,Technology
HUBC,Energy
ASO,Technology
SMRT,Technology
PLBY,Apparel & Accessories
ANIP,"Anim pari Capital Inc 
 Veterinary Services"
USGO,Technology
WYNN,Consumer Discretionaries
FENG,Financial Services
BTG,Health Care
BRN,Materials
GTE,Energy
CVI,Information Technology
NAD,Technology
GLDG,Materials
AMPS,Technology
ENZ,Energy
AQB,Finance
AGM^G,Agriculture & Fishery Supplies
INDV,Technology
METCB,Finance
PERI,Construction Materials
FTI,Energy
BEPI,Consumer Services
ACV,Technology
ETB,Technology
MITK,Healthcare
HBANP,Banking & Finance
WDH,Technology
LIDR,Information Technology
PMT^C,Technology
ELA,Consumer Goods
MARPS,Technology
GAB^G,Real Estate
GBTG,Technology
COUR,Technology
SHLT,Real Estate
CLPS,Consumer Discretionary
ASML,Technology
HUYA,Technology
EAF,Basic Materials
NCV,Consumer Durables
PDI,Semiconductors & Semiconductor Equipment
RFMZ,Finance
FIVE,Consumer Discretionary
LVO,Industrial Goods
BPYPM,Financial Services
WDC,Semiconductor & Equipment
BAC^P,Financialis
AVAL,Banking
HLMN,Healthcare
GBR,Information Technology
KEY^J,Utilities
UBS,Financials
LEDS,Semiconductors & Semi-conductor Eqyptian
NWG,Utilities
TMO,Healthcare
VABK,Technology
WIX,Technology
OAK^A,Technology
NKE,Consumer Discretionary Goods & Services
PRIM,Real Estate Investment Trusts (REIT)
OSK,Oil Services
PLTK,Technology
JPM^L,Banking & Finance
NKX,Technology
AMWD,Financial Services
EYEN,Consumer Discretionary Goods & Services
COSM,Consumer Staples
PGNY,Real Estate
CHI,Health Care
GEO,Information Technology
BILL,Financial Services
DCTH,Technology
STRM,Technology
VSTE,Technology
BAC^M,Finance
PRO,Financial Services
MMT,Materials
NPCE,Technology
HBIO,Healthcare
GP,Consumer Discretionary Services
PRGO,Health Care
WBS^F,Utilities
THS,Consumer Discretionary
CVKD,Industrial Goods/Services
RILYT,Technology
TG,Energy
ROP,Technology
BANX,Finance
PBR,Consumer Discretionary
CLVT,Communication Services
FBIO,Technology
AFGC,Finance
ATH^B,Health Care
RDUS,Technology
KTTA,Technology
MRUS,Healthcare
POWWP,Technology
IDCC,Technology
IMAX,Technology
AFB,Finance
COF^I,Finance
MHN,Mortgage
LION,Technology
ULH,Healthcare
DOMH,Homex (DOMH) - Homes and Building Construction
RNG,Technology
ARCO,Energy
CRC,Materials
SVC,Finance/Consumer Services
DVN,Energy
PML,Materials
AG,Materials
ADBE,Software
UCB,Healthcare
EXK,Metals
BHM,Basic Materials
AP,Financials
RMCO,Technology
PMCB,Pharmaceuticals
NAOV,Technology
BAC^Q,Banking & Finance Services
SNOW,Software - Infrastructure Services
SKM,Industrial Equipment & Consumption
OAK^B,Sector: Finance/Insurance
AMKR,Semiconductors & Semiconductor Equipment
WRB^G,Real Estate
ULS,Technology
VOYA^B,"T
Finance"
OIA,Technology
OIS,Industrial Services
DDS,Industrial Goods/Components
IRTC,IT Services/Consulting/Business Services
PAM,Real Estate
RGTI,Technology
CNOBP,Technology
IX,Information Technology
EBR,Banking & Miscellaneous Financial
MNTK,Materials
RKT,Technology
HE,Healthcare
DLR^J,Financial Services
ETWO,Technology
BFS^D,BFS Industries Inc
ADNT,Technology
BSTZ,Technology
MGY,Financial Services
OGI,Oil & Gas Exploration & Production
EML,Technology
BHP,Metals & Mining
ANGI,Homebuilding & Construction
ETJ,Technology
WPM,Energy
PYCR,Consumer Discretionary Services
NEM,Materials
MLNK,Materials
HURN,Information Technology
EC,Energy
BIP,Financials
PBFS,Financial Services
MS^L,Technology Finance
MPAA,Media & Entertainment
PAC,Technology
RS,RSPG (Consumer Finance)
PHI,Financial Services
ITRG,Technology
XTKG,Technology
ASG,Real Estate Services
HAE,Financials
PNI,Industrial Goods
ACAD,Healthcare
SELF,Technology
QLGN,Consumer Discretionary Goods & Services
MBI,Financials
FANG,Technology
BIGZ,Technology
SYRE,Technology
QLYS,"""Technology/Computer Software"""
MCS,Technology
HAYW,Technology
USFD,Consumer Discretionaries
WATT,Energy
BWBBP,Banking/Finance
SKYW,Transportation Service
CSPI,Retailing
BIIB,Biotechnology
TARA,Technology
WD,Utilities' Energy Services
URI,Technology
PHAT,Technology
PCOR,Healthcare
FLR,Materials/Construction Eq
GIII,Retail
LFLY,Technology
GRVY,Information Technology
JCE,Financial Services
LYG,Financials
YETI,Consumer Discretionary Goods & Services - Recreational Products
MCN,Financial Services
ITOS,Technology
BTSGU,Financials
MQY,Healthcare
RGP,R.G. Properties (RGP) is under SREIS-Real Estate Investment Services.
RCKY,Real Estate Services
BCAB,Finance
AOMR,Financial Services
CBT,Financial Services
URG,Finance & Investments
OPP^B,Utilities
SAVA,Biotechnology
CNXN,Technology
CLMB,Technology
RILYN,Technology
LQDT,Application Software
OB,Banks
LAKE,Communications Services
WFC^Z,Finance
AXON,Technology
STXS,Technology
DTC,Technology
WORX,Consumer Discretionary/Recycling/Live Events & Services
INTS,Telecommunications Services
BFK,Finance
TPX,Technology
CVE,Technology
IMMR,Medicine
DRD,Materials
TECK,Materials
FBYD,Financial Services
BOLT,Technology
SFB,Financials
YMM,Materials
GALT,Biotechnology
BELFA,Consumer Discretionary
GGAL,FINANCIALS
BODI,Financial Services
HAL,Aerospace/Defense
NIE,Industrial Goods/Services
GLSI,Telecom Services
WFC^C,Financial Services
KWR,Utilities
CHW,Healthcare Services
MHF,Financial Stocks
PSA^Q,Technology
CNNE,Media & Entertainment
BST,Technology
BLEU,Blue Buffalo Inc. -> Consumer Goods
TCMD,Technology
CTOS,Technology
RUMBW,Banks
TORO,Financial Services
OABIW,Financial Services
NVFY,Utilities
CLW,Technology
ALL^H,Consumer Defensive
CMU,Technology
BW^A,Financials
RIO,Materials
SOFI,Fintech
RIOT,Technology
WHF,Health Care - Practicode/Social Services & Information/ Managed Healthcare Facilities
MRCC,Consumer Discretionary Goods & Services - Textiles Apparel and Luxury Goods
COF^N,Banking
GM,Consumer Goods
EIM,Technology
NMT,Technology
FORM,Energy
NYMT,Mortgage Investment
RGT,Real Estate Investment Trusts & Mortgage Invt Tntl Fds.
CFR^B,Consumer Goods
DPRO,Digital Payments
MEGI,Information Technology
MGIC,Insurance
ECOR,Consumer Discretionary Goods & Services
PMO,Basic Materials
MAV,Technology
CEV,Energy
PDT,Technology
OXY,Energy
IAC,Communication Services
GBAB,Gaming
EVT,Electric Vehicle/Tech
ALGN,Healthcare Equipment/Supplies
KLTR,Technology
WFC^A,Banking and Finance
OZKAP,Financial Services
BHV,Tecnology
AMGN,Healthcare
PAHC,Healthcare Service
USB^R,Finance
TTD,Technology
MRCY,Cybersecurity
MLI,Materials
NBXG,Finance
AMTD,Financial Services
BKNG,Travel Services
ASB^F,Finance
GAINZ,Consumer Discretionary Services
NWPX,Technology
NNBR,Consumer Cyclicals
GBX,Financial Services
XELB,Communication Services
GRBK^A,Griffith (GRBK) - Consumer Discretionary
SIRI,Communication Services
MYN,Financial Services
SWK,Financial Services
VNT,Technology
APPF,Technology
CARG,TRANSPORTATION S SERVICES
NX,Software & Services
COLM,Technology
ERO,Financial Services
ACXP,Financial Services
EQNR,Energy
IBACR,Technology
DLX,Retail
WFC^D,Finance
RDW,Consumer Services
GLAD,Technology
BYM,Materials
FAAS,Finance
MPA,Materials
IEX,Technology
CORZ,Technology
HNI,Consumer Discretionaries
MYI,Technology
NBIX,Biotechnology
HALO,Technology
MIN,Agriculture/Farming Supplies
BOXL,Financials
NTNX,Cloud Computing
KARO,Consumer Non-Cyclical
AKO/B,Financial Services
USB^A,Technology
ASTE,Finance & Banking
SVRA,Technology
VCNX,Biotechnology
BLE,Technology/Internet Services
OLN,Consumer/Basic Materials
OPRA,Information Technology
COF^K,Finance
FICO,Information Technology
CMG,Technology
BAK,Financials
EOT,Retailing
MEOH,Energy
SU,Gold & Silver
APOS,Technology
MVT,Communication Services
GOOGL,Technology
ETV,Basic Materials/Energy
BEATW,Technology
RHP,Healthcare
MNMD,Biotechnology
RF^E,Financial Services
DB,Transportation
BEN,Bancshares: Regional Banks
MFM,Financial Services
SLG,Real Estate
WAFDP,Utilities
PCRX,Biotechnology
IGD,Consumer Discretionary Goods & Services
KMT,Materials
MATX,Technology
PSA^J,PSA
ASA,Materials
MELI,Consumer Discretionary
CXE,Technology
WB,Financials
TCBIO,Healthcare Services
SSBI,Banking & Loans
NZF,Consumer Staples
IOVA,Oncolytics Pharmaceutics Inc.
CAL,Finance
GOOG,Technology
CBRL,Consumer Discretionary Services
JYNT,Technology
BIO,Healthcare
DFIN,Financial Services
MYD,Real Estate Services
KRYS,Materials
EFC^D,Financial Services
UAL,Transportation
HUM,Healthcare
VLRS,Financials
BMEA,Biotechnology
GVH,Financials
SKX,Sportswear/Apparel
CORZZ,Real Estate Services
NRC,Technology
OCCI,Consumer Services
DKS,Specialty Retail
PLAY,Media/Entertainment
TBNK,Banking
VIVK,Technology
SBC,Technology
AMWL,Retail
GTLS,Industrials
PSA^R,PSA
CAR,Technology
ETI^,Electronics
ROCK,Real Estate
THW,Technology
PENN,"""RETAILS"""
IQI,Technology
DMB,Technology
LOVE,Healthcare
CDIO,Technology
LVS,Leisure&Entertainment
OFG,Financial Services
EOI,Technology
EZPW,Finance/Real Estate
CPRT,Communications
HSIC,Healthcare
TAC,Technology
WRLD,"Technology 

# Data source: Bloomberg's Equity Sector Classification 
Tickers and Sectors data."
PSA^L,"Sektor 
Aberdeen Global - Singapore & Asia Opportunities Fund Inc. Class C 
 Aberdeen Asset Management US."
ALRM,Technology
DHY,Financial Services
PYN,Technology
BRKR,Consumer Discretionary
CRM,Technology
RUN,Technology
GATO,Cryptography/Tech Hardware
KBH,Consumer Discretionary
CDE,Base Metals
NCNA,Technology
VECO,Semiconductor/Technology
VGM,Vehicles
FNF,Financial Services
BEPH,Hospitality/Leisure
TBLA,Communication Services
MVF,Financial services
WBUY,Consumer Discretionary Goods) Stocks
MIY,Consumer Discretionary
RL,Retail/Restaurant
CAE,Finance
RETO,Software & Services
COF^L,Consumer Finance
APLE,Healthcare
QNST,Technology
FEDU,Education Administration Services
GDYN,Technology
QFIN,Financial Services
PCT,Technology
DCOMG,Communication Services
CRT,Consumer Cyclical
SYF^A,S&PFinancial Services
WS,Industrials
PSA^M,Materials/Industry
GCV,Technology
ZI,Industrial Services
MUE,Technology
SBI,Finance/Insurance
GRDN,Real Estate
CCRN,Technology
IMPP,Technology
MYND,Technology
SNT,Technology
NNVC,Materials
GPUS,Technology
INSG,Semiconductor
CXT,Technology
AIO,Technology
XTIA,Technology
SMCI,Computer Hardware & Peripherals
BLCO,Utilities
GEG,Utilities
MYGN,Healthcare
NSC,Financial Services
EQH,Financials
ICHR,Technology
MNTS,Industrials
LITE,Communication Services
MQT,Materials
SF^C,Technology
MUC,Materials
HQL,Finance/Investments
SLG^I,Real Estate
GKOS,Technology
CFG^E,Consumer Discretionary Services (Furniture & Fixtures)
MITT^A,Technology
MDB,Software & Services
RGLD,Materials
ITIC,Technology
MGF,Financials
VOC,Technology
IPW,Information Technology
PLUR,Healthcare
BOH^A,Banks
KD,Technology
FWONA,Consumer Discretionary
UHGWW,Communication Services
QXO,Technology
AGI,Technology
XHR,Technology
VRN,Consumer Staples
PCK,Utilities
REZI,Technology
OPY,Communications Services
PSFE,Financial Services
IESC,Industrial Goods & Services
ARKO,Retail
CRF,Real Estate
PFH,Financials
FUN,Gaming/Entertainment
LNC,Life Insurance
LUCD,Communication Services
PL,Financials
LASR,Biotechnology
VIRT,"Computing...

Cloud Computing"
ADEA,Healthcare Services
BLKB,Technology
BLFY,Financial Services
KEYS,Finance
TILE,Financials
LMNR,Technology
EMD,Industrial Products
VKQ,Consumer Staples
FBIZ,Software & Services
CLWT,Financial Services
ZCAR,Consumer Discretionary Goods & Services
BNY,Financials
TRAK,Technology
KRC,Real Estate
COF^J,Finance & Banks
GNL^A,Energy
PRH,Communication Services
MRC,Basic Materials
ROOT,Technology
UMC,Semiconductor
MKSI,Semiconductors & Semiconductor Equipment
VFL,Financials
VBF,Financials
EXE,Technology
FRHC,Healthcare Services
SEI,Utilities
BEP,Utilities
NABL,Technology
MGRB,Technology
MSCI,"MSCI 
Financial Services & Real Estate"
HBCP,Communications Services
CMS^C,Health Care Services
KN,"Kinder Morgan, Inc, Oil & Gas Operations."
SUGP,Consumer Discretionary Services
BNT,Technology
WK,Technology
VXRT,Medical Instruments
COEP,Energy
DNB,Banking
BLK,Financial Services
HCKT,Health Care Equipment & Services
OPOF,Financial Services
ORCL,Technology
CAKE,Food Beverage Togs
ESLT,Technology
IHD,Healthcare
ESGLW,Healthcare
FCX,Basic Materials
TRTN^D,Technology
ATKR,Technology
MITT^B,Consumer Discretionary
PEO,Consumer Staples
BMR,Consumer Goods
HVT,Homebuilders
HOLOW,Technology
PINS,Technology
ZUMZ,Retail
TDC,Technology
VYNE,Pharmaceuticals
WAB,Industrials
SANG,Software
TCX,Technology
T^A,Technology
TFC^R,Energy
VLYPP,Finance
NXJ,Finance
PSA^P,PSA^P -> PRTY - Consumer Defensive
INTU,"""Computer Software"""
JXN,Finance
NMAI,Technology
EVCM,Cycling & Recreational Equip.
VET,Veterinary Healthcare Services
RLMD,Biotechnology
SAND          ,Semiconductors and Semi-Accepted Equipment
EEA,Emerging Markets
KIM^M,Materials
BL,Information Technology
ADC^A,Computer Hardware & Technology
TGS,Oil & Gas Services
ARTL,Real Estate Investment Trusts
DSM,Industrials
WHD,Finance
SLDB,Energy
XPO,Transportation Sector
CERS,Services
ACR,Consumer Defensive
USB^S,Software
NTES,Technology
NOG,Energy
HOV,Consumer Discretionary
SCE^G,Finance/Investors Services
INAB,"Biotechnology, Pharmaceuticals & Medical Research"
PIK,Financial Services
ABAT,Materials
NUV,Utilities
ACGLN,Technology
MMU,Technology
MTN,Financials
KACLU,Technology
PZC,Materials
ZETA,Technology
CRGY,Energy
MNR,Insurance - Diversified
IMMX,Finance & Capital Markets
MASI,Healthcare Technology
DLTR,Retail/Consumer Goods
DOYU,Technology
NERV,Healthcare
CLDT,Technology
ERNA,Healthcare
PAYC,Information Technology
PHIN,Financials
NGS,Financials
CRI,Real Estate
PLMR,Technology
AXGN,Healthcare
SYF,Finance
HLNE,Real Estate Services
NOM,Financial Services
SOPH,Financials
PFGC,Consumer Discretionary
MLP,MarinePort(Holdings) - Industrials
FITBO,Technology
CGNX,Semiconductor & Semiconductor Equipment
LOAR,Real Estate
ASB^E,Consumer Finance
FSEA,Finance
SAN,"Santander Consumer USA Holdings Inc 

Sector:
Financial Services"
IBEX,Banks
HST,Real Estate
ACT,Technology
KTOS,Technology
ASH,Technology
APPN,Communication Services
CNMD,Cell Therapy & Gene Edits
MYE,Technology
STER,Health Care
XPEL,Consumer Defensive
ADX,Technology
MET^F,Materials
PSTG,Information Technology
KLIC,Technology
ZIMV,Basic Materials
PTVE,Technology
NVAX,Biotechnology
SILC,Consumer Discretionary Goods & Services
ELAN,Healthcare
HQH,Healthcare Services
AFCG,Financial Services
NAZ,Technology
RILYK,Communications Services
VIR,Technology
ZION,Financials
XTNT,Technology
WHLRD,Technology
NXN,Healthcare
ONEW,Technology
DBI,IT
OVLY,Technology
INN^E,Energy
CVEO,Technology
ALT,Financials
SPRU,Technology
RIV,Real Estate Investment Trusts (REITs)
BERY,Technology
BBWI,Finance
RFM,Real Estate Investment Trusts
FWONK,Technology
MUJ,Industrial Goods/Services
FSTR,Financial Services
SGN,Technology
GJT,"Banking/Finances"""
LOCO,Retailing
LOOP,Finance
MSA,Technology
MHI,Industrials
VOR,Consumer Discretionary Goods & Services
ANSS,Software & Services
KNF,Consumer Services
ELC,Technology
EMP,Energy
ALX,Financials
AOS,Aerospace & Defense (Sector)
LSTR,Logistics & Transportation
MDIA,Media
DFLI,Technology
CHNR,Technology
BGH,Finance
PAAS,Software
PRCT,Materials & Construction
UVV,Tobacco
EFSCP,Energy
VPV,Technology
UBCP,Biotech
MKL,Financial Services
HOG,Consumer Discretionary
BEP^A,Banks
KKR,Financial Services
EVEX,Technology
ALTO,Technology
NICE,Healthcare Technology
AXTI,Energy
JL,Technology
SVIIR,Technology
QCRH,Healthcare
KRT,Real Estate
ICUI,Healthcare
FGN,Banking & Finance Stock
MCB,Consumer Finance
NC,Utilities
GAP,Consumer Discretionary
BHFAN,Finance
NCA,Transportation
CHRD,Technology/Communication</sigh
ACABW,Consumer Goods
BCO,Basic Materials
RERE,Real Estate
GEN,Technology
TSI,Technology
STK,Technology
MSGS,Technology
ANAB,Technology
VTN,Real Estate
GV,GOOG
APD,Industrials
MBC,Materials
NEO,Technology
COF,Financial Services
FIGS,Consumer Discretionary Goods - Clothing/Shoe/Accessory Apparel
DIAX,Healthcare
AUPH,Aesthetician and Wellness Services
ASMB,Materials
AHL^D,Financial Services
ARAY,Technology
PSA^N,Technology
SLAB,Materials
MTW,Technology
SSTI,Technology
DRS,Consumer Discretionaries
RNGR,Energy
CIVI,Industrial Goods/Services
CRMT,Real Estate
NOW,Technology
PCTY,Consumer Finance & Leasing Services
SOC,Technology
PRKS,Consumer Discretionary
FOSLL,Consumer Goods
ETX           ,Tobacco
BFS^E,BFS = Consumer Lending & Services
CEIX,Cement & Aggregate
WKC,Technology
MOB,Technology
CORZW,Technology
CARA,"Consumer Discretionaries/Leisure Activities, Recreation Services"
DOW,Consumer Services
HUBG,Technology
BZUN,Consumer Discretionary
SAIC,Technology
CCS,Consumer Discretionaries
XRAY,Medical Devices
HG,Information Services
NAC,Technology
WLY,RETAIL/WHOLESALE
LND,Technology
GGN^B,GGG
CHCT,Technology
HDSN,Technology
NEA,Energy:NEA is owned by NRG Energy Inc
BBVA,Financial Services
GS^D,Finance
MDLZ,Consumer Goods
DTW,Retail/Consumer Goods
HWKN,Healthcare Services
DEC,Energy
IAF,Industrial Goods/Services
AHT^H,Consumer Staples
SHIP,Semiconductors and Semiconductor Equipment
CRH,Materials
TWI,"Information

Consumer Goods 
sector"
,Unknown Sector
SOJC,Consumer Discretionary
GAB,Real Estate
RLJ,Real Estate Investment Trusts
DMF,Industrials
PMT,Technology
LYTS,Consumer Discretionary
VMO,Technology
FATBB,Technology
WSM,Retail
PEGA,Software - Technology Services
AMPH,Technology
DVAX,Biotechnology
EQH^C,Consumer Defensive
OLLI, Leisure
RCL,Travel & Leisure
PKOH,Consumer Staples
UDMY,Consumer Discretionary
NTRA,Technology
CBL,Finance
BMEZ,Energy
EP^C,Energy and Utilities
AEG,Economic Sector
FORR,Finance
CETY,"Coty, Inc. 
sector = Consumer Staples"
INFA,Information Technology
WVE,Biotechnology
LESL,Consumer Discretionaries
RM,Consumer Staples
NAUT,Technology
RMD,Diversified Healthcare Services
GDDY,Retail
SEER,Healthcare Services
WYY,Technology
GGG,Materials
MLR,Technology
BZ,Technology
SSRM,Semiconductor & Other Electronic Components
LQDA,Consumer Staples
ALLO,Technology
LANV,Technology
CRDL,Real Estate
NQP,Real Estate
ASND,Technology
EVG,Technology
AKO/A,Beverages - Non-Alcoholic
BMN,Finance
AIT,Finance
ARCH,Financial Services
FFA,Finance
LINE,Technology
CHY,Consumer Defensive
JGH,Finance
DLY,Technology
DASH,FinTech
BBCP,Banking & Specialty Finance
PPIH,Technology/Consumer Tech
KULR,Technology
SNX,Technology
RPD,Consumer Discretionary
STRRP,Technology
ORA,Technology
EMBC,Emerging Markets
SAFE,Technology
NPCT,Semiconductor/Communications Equipment & Technology
PBYI,Biotechnology
BGY,Financial Services
GILD,Healthcare
NUW,Technology
RRX,Technology
CSTL,Healthcare
TOON,Consumer Discretionary
UNIT,Technology
FKWL,Financials
ZBRA,Technology
BOCNU,Consumer Financials
HPQ,Technology
ALG,Technology
HFRO,Financials
BHFAP,Insurance-Purrencies
LSEA,Technology
BCX,Technology
OR,Technology
CIG,Telecommunications Services
PERF,Technology/Communications
FFC,Financials
SCHW^J,Financial Services
ZWS,Finance
CNXC,Utilities
SEZL,Technology
NPV,Telecom Services
BGM,Financials
AGD,Municipal Invest & Emerging Mkts
CSGS,Technology
FLC,Precious Metals & Minera!
SEB,Financial Services
ASTC,Tech
FTEL,Technology
FBIOP,Industrials
KSM,Materials
CP,Sector: Energy
JPI,Finance
VTRS,Healthcare Services
LECO,Materials
GWRS,Consumer Defensive
IMMP,Metals & Mining
ELV,Banking/Financial Institutions
VRTX,Healthcare
BTO,Real Estate
IDE,Technology
OLO,Technology
OPI,Consumer Services
APLM,Technology
AXS^E,Financial Services
LMT,Aerospace/Defense
CHT,Technology
EVN,Utilities
ESGRO,Energy
KEY^I,KEYS
AME,Materials
BME,Materials
PMM,Finance
MCR,Materials
PSA^K,PSA (Public Storage) is under Sectors: Real Estate.
CPAC,Technology/Communications Equipments
EOD,Technology
NBB,Technology
BUI,Utilities
USLM,Financial Services
TMC,Technology
HYPR,Technology
FLS,Basic Materials
MATV,Technology
TITN,Technology
BKN,Technology
GATX,Transportation Equipment
ING,Financials
GNW,Insurance
CG,Energy
TSHA,Semiconductors & Semiconductor Equipment
ANDE,Home Improvement
NEGG,Financial Services
AAL,Transportation
CNF,CNF -> Industrial Transportation -> Industrials
BFZ,Biotechnology
PFD,Financials
SBS,Basic Services
HAS,Healthcare
SLM,Financial Services
NBH,Finance
EQH^A,Healthcare Services
PCQ,Energy
KTB,Banking
MSGE,Technology
NDMO,Industrial Infrastructure & Capital Goods
INN^F,Financials
FLUT,Technology
ELF,Technology
FNKO,Consumer Discretionary
T^C,Consumer Goods
JOE,Consumer Defensive
ERIE,Insurance
EAI,Technology
SOJE,Consumer Goods
FOXF,Technology
BSBK,Banking & Other Financial Institutions
SATL,Technology
PT,Technology
APLMW,Technology
NTG,Communication Services
TY,Transportation
TIPT,Technology
CNQ,Energy
CWCO,Materials/Construction Materials
QSI,Biotechnology
HSBC,Financials
JBGS,Financial Services
CLB,Materials
EFT,Finance
FINS,Finance
QQQX,Technology
GPJA,Technology Service & Software
CVM,Consumer Discretionary Services
LDP,Information Technology
AREC,Industrials
CXH,Industrial Goods/Services
EDUC,Technology
EDTK,Technology
DGLY,Technology
EMF,Materials
SHO,Financial Services
SOWG,Technology
PLAB,Technology
SID,"Sidereal Biomed  (HEALTHCARE) 
Sector: Healthcare"
APTO,Technology
HGV,Transportation Services
DORM,Real Estate
KREF^A,"Consumer & Staple Goods 

(Ticker converted from KREF-A and I'll assume it refers to Kellogg's Ref)"
LEA,Energy
MERC,Finance/Investment Services
SWVL,Transportation
IBN,Technology
DAN,Diversified Agency Networks
CIM,Materials
DOOO,Technology
CSWC,Healthcare - Providers & Services
ESOA,Technology
PRMW,Chemicals
AWRE,Financial Services
PKE,Energy
ICLR,Technology
CDNS,Semiconductor & Semiconductor Equipment
NINE,Financials
FTEK,Information Technology
EKSO,"""Healthcare Equipment & Services"""
MSAI,"MS 

(Tech)"
RF^C,Real Estate
CSQ,Telecommunication Services
FUND,Financial Services/Investments
NML,Financials
DPZ,Fast Casual Restaurants
OPCH,Technology
AVNT,Technology
ISRG,Medical Equipment
ACU,Industrials
DBRG^H,Semiconductors
ZJK,Materials
CLDT^A,Financial Services
ACM,Technology
GGB,Financials
LDI,Utilities
VKI,Technology
WTI,Energy
BSY,Technology
PCAR,Automotive/Machinery
PFO,Finance
SILV,Metals & Mining
TD,Finance
WSC,Basic Materials
VOXR,Technology
VOD,Consumer Goods
WWW,Technology
BPYPP,Consumer Services
IBTX,Banking/Financial Services
