symbol,name
GANX,"Gain Therapeutics, Inc."
MET^A,"MetLife, Inc. Preferred Series A Floating Rate"
CSL,Carlisle Companies Incorporated Common Stock
BKU,"BankUnited, Inc."
JILL,"J. Jill, Inc. Common Stock"
DRUG,Bright Minds Biosciences Inc. Common Stock
BANC^F,"Banc of California, Inc. Depositary Shares, each representing a 1/40th interest in a share of 7.75% non-cumulative perpetual preferred stock, Series F"
TTE,TotalEnergies SE
PSMT,"PriceSmart, Inc. Common Stock"
CHCO,City Holding Company Common Stock
TRC,Tejon Ranch Co Common Stock
RNR,RenaissanceRe Holdings Ltd. Common Stock
BGS,"B&G Foods, Inc. Common Stock"
GTN,"Gray Television, Inc. Common Stock"
HTFB,Horizon Technology Finance Corporation 4.875% Notes due 2026
OLP,"One Liberty Properties, Inc."
MEIP,"MEI Pharma, Inc. Common Stock"
AFGD,"American Financial Group, Inc."
V,Visa Inc.
CARV,"Carver Bancorp, Inc. Common Stock"
FELE,"Franklin Electric Co., Inc. Common Stock"
MGR,"Affiliated Managers Group, Inc."
VIRC,Virco Manufacturing Corporation Common Stock
SWKH,SWK Holdings Corporation Common Stock
PCN,Pimco Corporate & Income Strategy Fund Common Stock
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078
GAIN,Gladstone Investment Corporation Business Development Company
XOM,Exxon Mobil Corporation Common Stock
FND,"Floor & Decor Holdings, Inc. Common Stock"
HCP,"HashiCorp, Inc."
SR^A,Spire Inc.
CUBI^F,"Customers Bancorp, Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series F"
WEA,Western Asset Bond Fund Share of Beneficial Interest
BML^H,Bank of America Corporation
BRBR,"BellRing Brands, Inc. Common Stock"
ROST,"Ross Stores, Inc. Common Stock"
ADAG,Adagene Inc. American Depositary Shares
AREB,"American Rebel Holdings, Inc. Common Stock"
ECCV,Eagle Point Credit Company Inc. 5.375% Notes due 2029
AMTM,"Amentum Holdings, Inc."
OXSQ,Oxford Square Capital Corp. Common Stock
RF^F,Regions Financial Corporation
LMAT,"LeMaitre Vascular, Inc."
DDI,"DoubleDown Interactive Co., Ltd. American Depository Shares"
XFLT^A,XAI Octagon Floating Rate & Alternative Income Trust 6.50% Series 2026 Term Preferred Shares
SFBS,"ServisFirst Bancshares, Inc. Common Stock"
KFY,Korn Ferry
NMRK,"Newmark Group, Inc. Class A Common Stock."
MBINN,Merchants Bancorp Depositary Shares Preferred Series C
ASIX,AdvanSix Inc.
GDV^H,The Gabelli Dividend & Income Trust 5.375% Series H Cumulative Preferred Shares
CART,Maplebear Inc. Common Stock
AFGE,"American Financial Group, Inc. 4.500% Subordinated Debentures due 2060"
MCAA,Mountain & Co. I Acquisition Corp. Class A Ordinary Shares
CTS,CTS Corporation Common Stock
MAPSW,"WM Technology, Inc. Warrants"
MS^P,"Morgan Stanley Depositary Shares, each representing 1/1000th of a share of 6.5% Non-Cumulative Preferred Stock, Series P"
ENFN,"Enfusion, Inc. Class A Common Stock"
SLMBP,SLM Corporation
CMRE^C,Costamare Inc. Perpetual Preferred Series C (Marshall Islands)
NXG,NXG NextGen Infrastructure Income Fund Common Shares of Beneficial Interest
ATIP,"ATI Physical Therapy, Inc. Class A Common Stock"
SRCE,1st Source Corporation Common Stock
AVGR,"Avinger, Inc. Common Stock"
KIM,Kimco Realty Corporation (HC) Common Stock
AA,Alcoa Corporation Common Stock
OSTX,OS Therapies Incorporated Common Stock
BML^J,Bank of America Corporation
TDF,"Templeton Dragon Fund, Inc. Common Stock"
AMPL,"Amplitude, Inc."
GATEW,Marblegate Acquisition Corp. Warrant
MXE,"Mexico Equity and Income Fund, Inc. (The) Common Stock"
BCE,"BCE, Inc. Common Stock"
BOLD,"Boundless Bio, Inc. Common Stock"
MIO,"Pioneer Municipal High Income Opportunities Fund, Inc. Common Stock"
PAGP,"Plains GP Holdings, L.P. Class A Units representing Limited Partner Interests"
LZB,La-Z-Boy Incorporated Common Stock
BAX,Baxter International Inc. Common Stock
IFN,"India Fund, Inc. (The) Common Stock"
MCBS,"MetroCity Bankshares, Inc."
SPTN,SpartanNash Company Common Stock
AFBI,"Affinity Bancshares, Inc."
HEI/A,Heico Corporation
HNW,"Pioneer Diversified High Income Fund, Inc."
WTMA,Welsbach Technology Metals Acquisition Corp. Common Stock
ALK,"Alaska Air Group, Inc. Common Stock"
DEI,"Douglas Emmett, Inc."
TRIP,"TripAdvisor, Inc."
NAVI,Navient Corporation Common Stock
FC,Franklin Covey Company Common Stock
ERC,Allspring Multi-Sector Income Fund Common Stock
PNR,Pentair plc. Ordinary Share
CCAP,"Crescent Capital BDC, Inc. Common stock"
AUB^A,"Atlantic Union Bankshares Corporation Depositary Shares each representing a 1/400th ownership interest in a share of 6.875% Perpetual Non-Cumulative Preferred Stock, Series A"
GLNG,Golar LNG Ltd
WSBC,"WesBanco, Inc. Common Stock"
BKD,Brookdale Senior Living Inc. Common Stock
EQBK,"Equity Bancshares, Inc. Class A Common Stock"
UFCS,"United Fire Group, Inc. Common Stock"
NWGL,Nature Wood Group Limited American Depositary Shares
WINT,"Windtree Therapeutics, Inc. Common Stock"
BNS,Bank Nova Scotia Halifax Pfd 3 Ordinary Shares
LVWR,"LiveWire Group, Inc. Common Stock"
BAC^E,Bank of America Corporation
BEEP,Mobile Infrastructure Corporation Common Stock
A,"Agilent Technologies, Inc."
DBRG^J,"DigitalBridge Group, Inc."
UGI,UGI Corporation Common Stock
DCO,Ducommun Incorporated Common Stock
WRB^E,W.R. Berkley Corporation 5.70% Subordinated Debentures due 2058
WTFCM,"Wintrust Financial Corporation Fixateded Rate Non-Cumulative Perpetual Preferred Stock, Series D"
CDZI,"CADIZ, Inc."
JPM,JP Morgan Chase & Co. Common Stock
TX,Ternium S.A.
TRINZ,Trinity Capital Inc. 7.875% Notes due 2029
CPTN,"Cepton, Inc. Common Stock"
TXMD,"TherapeuticsMD, Inc."
GECCZ,Great Elm Capital Corp.
RBLX,Roblox Corporation Class A Common Stock
ALSN,"Allison Transmission Holdings, Inc. Common Stock"
HRB,"H&R Block, Inc. Common Stock"
CLDX,"Celldex Therapeutics, Inc."
BLMN,"Bloomin' Brands, Inc. Common Stock"
ACN,Accenture plc Class A Ordinary Shares (Ireland)
PLNT,"Planet Fitness, Inc. Common Stock"
THG,Hanover Insurance Group Inc.
ASAI,Sendas Distribuidora S A ADS
OCCIM,"OFS Credit Company, Inc. 7.875% Series F Term Preferred Stock"
ECC           ,Eagle Point Credit Company Inc. Common Stock
DRH^A,Diamondrock Hospitality Company
RIV^A,"RiverNorth Opportunities Fund, Inc. 6.00% Series A Perpetual Preferred Stock"
BGT,BlackRock Floating Rate Income Trust
OMC,Omnicom Group Inc. Common Stock
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock
SJW,SJW Group Common Stock (DE)
OFLX,"Omega Flex, Inc. Common Stock"
KPTI,Karyopharm Therapeutics Inc. Common Stock
RGA,"Reinsurance Group of America, Incorporated Common Stock"
SPR,"Spirit Aerosystems Holdings, Inc. Common Stock"
FTF,Franklin Limited Duration Income Trust Common Shares of Beneficial Interest
MAS,Masco Corporation Common Stock
HTIA,"National Healthcare Properties, Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock"
ACP,abrdn Income Credit Strategies Fund Common Shares
BCSA,Blockchain Coinvestors Acquisition Corp. I Class A Ordinary Shares
MFIC,MidCap Financial Investment Corporation
NGVC,"Natural Grocers by Vitamin Cottage, Inc."
TNFA,"TNF Pharmaceuticals, Inc. Common Stock"
SBSI,"Southside Bancshares, Inc. Common Stock"
XYF,"X Financial American Depositary Shares, each representing six Class A Ordinary Shares"
DCGO,DocGo Inc. Common Stock
CHMI,Cherry Hill Mortgage Investment Corporation Common Stock
CVX,Chevron Corporation Common Stock
PAA,"Plains All American Pipeline, L.P."
AIR,AAR Corp. Common Stock
WVVI,"Willamette Valley Vineyards, Inc."
FRA,Blackrock Floating Rate Income Strategies Fund Inc Common Stock
SCE^L,SCE TRUST VI
RITM^D,Rithm Capital Corp.
NVR,"NVR, Inc. Common Stock"
ALLT,Allot Ltd. Ordinary Shares
EPC,Edgewell Personal Care Company
PFC,Premier Financial Corp. Common Stock
WNW,Meiwu Technology Company Limited Ordinary Shares
TTP,"Tortoise Pipeline & Energy Fund, Inc. Common Stock"
PNNT,PennantPark Investment Corporation Common Stock
CIF,MFS Intermediate High Income Fund Common Stock
CTO^A,"CTO Realty Growth, Inc. 6.375% Series A Cumulative Redeemable Preferred Stock"
IVR^C,"INVESCO MORTGAGE CAPITAL INC 7.5% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock, Liquidating Preference $25.00 per Share"
IAS,Integral Ad Science Holding Corp. Common Stock
CEE,"The Central and Eastern Europe Fund, Inc. (The) Common Stock"
LFUS,"Littelfuse, Inc. Common Stock"
INSI,Insight Select Income Fund
SERA,"Sera Prognostics, Inc. Class A Common Stock"
HOLX,"Hologic, Inc. Common Stock"
FNWB,First Northwest Bancorp Common Stock
FDS,"FactSet Research Systems Inc. Common Stock 
 
TICKER: FDS"
EIIA,Eagle Point Institutional Income Fund 8.125% Series A Term Preferred Shares Due 2029
BLW,Blackrock Limited Duration Income Trust
APO,"Apollo Global Management, Inc. (New) Common Stock"
LOB,"Live Oak Bancshares, Inc. Common Stock"
LH,Labcorp Holdings Inc. Common Stock
AVT,"Avnet, Inc. Common Stock"
RICK,"RCI Hospitality Holdings, Inc."
DSU,"Blackrock Debt Strategies Fund, Inc. Common Stock"
RITM^B,Rithm Capital Corp.
CAH,"Cardinal Health, Inc. Common Stock"
HTLF,"Heartland Financial USA, Inc. Common Stock"
PARAA,Paramount Global Class A Common Stock
PFTA,Perception Capital Corp. III Class A Ordinary Share
ZTS,Zoetis Inc. Class A Common Stock
DAL,"Delta Air Lines, Inc."
SLGN,Silgan Holdings Inc. Common Stock
SUNS,"Sunrise Realty Trust, Inc. Common Stock"
AWF,Alliancebernstein Global High Income Fund
EDR,"Endeavor Group Holdings, Inc. Class A Common Stock"
PPT,Putnam Premier Income Trust Common Stock
EOG,"EOG Resources, Inc. Common Stock"
MFAN,"MFA Financial, Inc."
FSS,Federal Signal Corporation Common Stock
TEI,"Templeton Emerging Markets Income Fund, Inc. Common Stock"
ABCB,Ameris Bancorp Common Stock
MATW,Matthews International Corporation
PCG^D,Pacific Gas & Electric Co.
MITT,"AG Mortgage Investment Trust, Inc. Common Stock"
FPI,Farmland Partners Inc. Common Stock
CWBC,Community West Bancshares
ARDC,"Ares Dynamic Credit Allocation Fund, Inc. Common Shares"
IMOS,ChipMOS TECHNOLOGIES INC. American Depositary Shares
FT,Franklin Universal Trust Common Stock
TXG,"10x Genomics, Inc. Class A Common Stock"
J,Jacobs Solutions Inc. Common Stock
RCFA,Perception Capital Corp. IV Class A Ordinary Shares
VFF,"Village Farms International, Inc."
MAX,"MediaAlpha, Inc. Class A Common Stock"
ECCW,Eagle Point Credit Company Inc.
BVFL,"BV Financial, Inc. Common Stock"
ARR^C,"ARMOUR Residential REIT, Inc."
ITW,Illinois Tool Works Inc.
RC^E,Ready Capital Corporation 6.50% Series E Cumulative Redeemable Preferred Stock
PRAA,"PRA Group, Inc. Common Stock"
FERG,Ferguson Enterprises Inc. Common Stock
HGLB,Highland Global Allocation Fund Common Stock
PPG,"PPG Industries, Inc. Common Stock"
INBX,"Inhibrx Biosciences, Inc. Common Stock"
TCI,"Transcontinental Realty Investors, Inc. Common Stock"
MMSI,"Merit Medical Systems, Inc. Common Stock"
MMLP,Martin Midstream Partners L.P. Limited Partnership
HIO,"Western Asset High Income Opportunity Fund, Inc. Common Stock"
CARR,Carrier Global Corporation Common Stock
CCK,"Crown Holdings, Inc."
GTX,Garrett Motion Inc. Common Stock
BSFC,Blue Star Foods Corp. Common Stock
BR,"Broadridge Financial Solutions, Inc. Common Stock"
CODI^B,Compass Diversified Holdings
ASGI,abrdn Global Infrastructure Income Fund Common Shares of Beneficial Interest
GDV^K,The Gabelli Dividend & Income Trust 4.250% Series K Cumulative Preferred Shares
ILPT,Industrial Logistics Properties Trust Common Shares of Beneficial Interest
ADVM,"Adverum Biotechnologies, Inc. Common Stock"
MRK,"Merck & Company, Inc. Common Stock (new)"
OSUR,"OraSure Technologies, Inc. Common Stock"
ICL,ICL Group Ltd. Ordinary Shares
HIE,Miller/Howard High Income Equity Fund Common Shares of Beneficial Interest
NPK,"National Presto Industries, Inc. Common Stock"
PNFPP,"Pinnacle Financial Partners, Inc."
SMP,"Standard Motor Products, Inc. Common Stock"
SF^D,Stifel Financial Corporation
WFC^Y,Wells Fargo & Company
SF^B,Stifel Financial Corporation
WIA,"Western Asset Inflation-Linked Income Fund 
Tickers list is empty"
ARES,Ares Management Corporation Class A Common Stock
BECN,"Beacon Roofing Supply, Inc. Common Stock"
MMV,MultiMetaVerse Holdings Limited Class A Ordinary Share
PMT^A,PennyMac Mortgage Investment Trust 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Shares of Beneficial Interest
GHY,"PGIM Global High Yield Fund, Inc."
HCVI,Hennessy Capital Investment Corp. VI Class A Common Stock
RVTY,"Revvity, Inc."
RLJ^A,RLJ Lodging Trust
SABA,Saba Capital Income & Opportunities Fund II Shares of Beneficial Interest
DVA,DaVita Inc. Common Stock
WMK,"Weis Markets, Inc. Common Stock"
NCTY,The9 Limited American Depsitary Shares
HEI,Heico Corporation Common Stock
NMFCZ,New Mountain Finance Corporation
VYX,NCR Voyix Corporation Common Stock
CMRE^D,Costamare Inc. 8.75% Series D Cumulative Redeemable Perpetual Preferred Stock
ZYME,Zymeworks Inc. Common Stock
WIW,Western Asset Inflation-Linked Opportunities & Income Fund
VRRM,Verra Mobility Corporation Class A Common Stock
HTLM,HomesToLife Ltd Ordinary Shares
AWP,abrdn Global Premier Properties Fund Common Shares of Beneficial Interest
AAON,"AAON, Inc. Common Stock"
RYTM,"Rhythm Pharmaceuticals, Inc. Common Stock"
CNI,Canadian National Railway Company Common Stock
GSBD,"Goldman Sachs BDC, Inc. Common Stock"
DGX,Quest Diagnostics Incorporated Common Stock
NATL,NCR Atleos Corporation
CMI,Cummins Inc. Common Stock
CFG^H,"Citizens Financial Group, Inc."
WMG,Warner Music Group Corp. Class A Common Stock
MNRO,"Monro, Inc. Common Stock"
NVS,Novartis AG Common Stock
ALL^J,Allstate Corporation (The)
APTV,Aptiv PLC Ordinary Shares
RPM,RPM International Inc. Common Stock
CHRW,"C.H. Robinson Worldwide, Inc. Common Stock"
QGEN,Qiagen N.V. Common Shares
KODK,Eastman Kodak Company Common New
PSNL,"Personalis, Inc. Common Stock"
OSS,"One Stop Systems, Inc. Common Stock"
GS,"Goldman Sachs Group, Inc. (The) Common Stock"
MCHP,Microchip Technology Incorporated Common Stock
BIOA,"BioAge Labs, Inc. Common Stock"
HIPO,Hippo Holdings Inc. Common Stock
SBT,"Sterling Bancorp, Inc. Common Stock"
IBTA,"Ibotta, Inc."
LILAK,Liberty Latin America Ltd. Class C Common Stock
JCI,Johnson Controls International plc Ordinary Share
BF/A,Brown Forman Corporation
AVA,Avista Corporation Common Stock
BWSN,"Babcock & Wilcox Enterprises, Inc."
ARDT,"Ardent Health Partners, Inc. Common Stock"
LILA,Liberty Latin America Ltd. Class A Common Stock
BWA,BorgWarner Inc. Common Stock
OZK,Bank OZK Common Stock
NEWTZ,NewTekOne Inc
DXPE,"DXP Enterprises, Inc. Common Stock"
SCE^J,Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities
USCB,"USCB Financial Holdings, Inc. Class A Common Stock"
SE,"Sea Limited American Depositary Shares, each representing one Class A Ordinary Share"
TR,"Tootsie Roll Industries, Inc."
VTS,"Vitesse Energy, Inc. Common Stock"
HIX,Western Asset High Income Fund II Inc. Common Stock
MUSA,Murphy USA Inc. Common Stock
BSM,"Black Stone Minerals, L.P."
UPB,"Upstream Bio, Inc."
NKSH,"National Bankshares, Inc. Common Stock"
BRK/A,Berkshire Hathaway Inc.
MFC,Manulife Financial Corporation Common Stock
DFS,Discover Financial Services Common Stock
RZB,"Reinsurance Group of America, Incorporated"
LPAAU,Launch One Acquisition Corp. Unit
VACH,Voyager Acquisition Corp Class A Ordinary Shares
HBNC,"Horizon Bancorp, Inc."
NEWTH,"NewtekOne, Inc."
UMBF,UMB Financial Corporation Common Stock
PHK,Pimco High Income Fund
MITN,"AG Mortgage Investment Trust, Inc. 9.500% Senior Notes due 2029"
PSTV,"PLUS THERAPEUTICS, Inc. Common Stock"
CICB,CION Investment Corporation
GAM^B,"General American Investors Company, Inc."
LRCX,Lam Research Corporation
NEU,NewMarket Corp
DDC,DDC Enterprise Limited Class A Ordinary Shares
HTIBP,"National Healthcare Properties, Inc."
GL,Globe Life Inc. Common Stock
SG,"Sweetgreen, Inc. Class A Common Stock"
CEPU,Central Puerto S.A. American Depositary Shares (each represents ten Common Shares)
ARVN,"Arvinas, Inc. Common Stock"
GRX,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest
SYY,Sysco Corporation Common Stock
KMDA,Kamada Ltd. Ordinary Shares
NYMTZ,"New York Mortgage Trust, Inc."
SCE^M,SCE Trust VII 7.50% Trust Preference Securities
SMG,Scotts Miracle-Gro Company (The) Common Stock
CVCO,"Cavco Industries, Inc. Common Stock When Issued (Issuer Name))"
FLD,FTAC Emerald Acquisition Corp.
SNV,Synovus Financial Corp. Common Stock
RARE,Ultragenyx Pharmaceutical Inc. Common Stock
CNO^A,"CNO Financial Group, Inc. 5.125% Subordinated Debentures due 2060"
BRK/B,Berkshire Hathaway Inc.
NEXT,NextDecade Corporation Common Stock
MBWM,Mercantile Bank Corporation Common Stock
STE,STERIS plc (Ireland) Ordinary Shares
MWA,Mueller Water Products Inc.
GMAB,Genmab A/S ADS
DSGN,"Design Therapeutics, Inc. Common Stock"
FUNC,First United Corporation Common Stock
HIG,"Hartford Financial Services Group, Inc. (The) Common Stock"
RDN,Radian Group Inc. Common Stock
PFLT,PennantPark Floating Rate Capital Ltd. Common Stock
TRMK,Trustmark Corporation Common Stock
NMFC,New Mountain Finance Corporation Common Stock
DOCU,"DocuSign, Inc. Common Stock"
SCCG,Sachem Capital Corp. 8.00% Notes due 2027
HOVNP,Hovnanian Enterprises Inc Dep Shs Srs A Pfd.
GVA,Granite Construction Incorporated Common Stock
PACK,Ranpak Holdings Corp.
MAG,MAG Silver Corporation Ordinary Shares
ARES^B,Ares Management Corporation
EURK,Eureka Acquisition Corp Class A Ordinary Share
ACAB,Atlantic Coastal Acquisition Corp. II Class A Common Stock
GS^A,"Goldman Sachs Group, Inc. (The)"
NNN,"NNN REIT, Inc. Common Stock"
AXL,"American Axle & Manufacturing Holdings, Inc."
AMAT,"Applied Materials, Inc."
OXLCL,"Oxford Lane Capital Corp. 6.75% Notes due 2031 
 ->  removed ""notes due ...."" 
->   Oxford Lane Capital Corp."
MAC,Macerich Company (The) Common Stock
ALEX,"Alexander & Baldwin, Inc. Common Stock"
MCRI,"Monarch Casino & Resort, Inc. Common Stock"
KMI,"Kinder Morgan, Inc. Common Stock"
LMND,"Lemonade, Inc. Common Stock"
MDV^A,"Modiv Industrial, Inc."
NEE^N,"NextEra Energy, Inc."
HIG^G,"Hartford Financial Services Group, Inc. (The) Depositary Shares each representing a 1/1,000th interest in a share of 6.000% Non-Cumulative Preferred Stock, Series G, $0.01 par value"
MS^K,"Morgan Stanley Depositary Shares, each representing 1/1,000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock,  Series K"
TXO,"TXO Partners, L.P. Common Units Representing Limited Partner Interests"
XFOR,"X4 Pharmaceuticals, Inc. Common Stock"
SHAK,"Shake Shack, Inc. Class A Common Stock"
GWRE,"Guidewire Software, Inc. Common Stock"
LANDM,Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock
ODD,ODDITY Tech Ltd. Class A Ordinary Shares
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest
ACRE,Ares Commercial Real Estate Corporation Common Stock
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest
SOLV,Solventum Corporation Common Stock
PGRU,PropertyGuru Group Limited Ordinary Shares
ABM,ABM Industries Incorporated Common Stock
YELP,Yelp Inc. Common Stock
GENC,"Gencor Industries, Inc. Common Stock"
WTS,"Watts Water Technologies, Inc."
MMS,"Maximus, Inc. Common Stock"
GLP^B,"Global Partners LP 9.50% Series B Fixed Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests 

Or more simply:
 Global Partners LP"
CODI^C,Compass Diversified Holdings 7.875% Series C Cumulative Preferred Shares
TSLX,"Sixth Street Specialty Lending, Inc. Common Stock"
JFIN,Jiayin Group Inc. American Depositary Shares
PAG,"Penske Automotive Group, Inc. Common Stock"
UNFI,"United Natural Foods, Inc. Common Stock"
QTI,"QT Imaging Holdings, Inc. Common Stock"
NCMI,"National CineMedia, Inc."
BIP^A,"Brookfield Infrastructure Partners LP 5.125% Class A Preferred Limited Partnership Units, Series 13"
TNC,Tennant Company
ONMD,OneMedNet Corp Class A Common Stock
JSPRW,"Japer Therapeutics, Inc. Warrants"
JLL,Jones Lang LaSalle Incorporated Common Stock
LW,"Lamb Weston Holdings, Inc."
GFR,Greenfire Resources Ltd. Common Shares
ITI,"Iteris, Inc. Common Stock"
PTY,Pimco Corporate & Income Opportunity Fund
ALC,Alcon Inc. Ordinary Shares
WHLRP,"Wheeler Real Estate Investment Trust, Inc."
FMY,First Trust Mortgage Income Fund Common Shares of Beneficial Interest
EPR^C,EPR Properties
ENTX,Entera Bio Ltd. Ordinary Shares
CNP,"CenterPoint Energy, Inc (Holding Co) Common Stock"
FRPH,"FRP Holdings, Inc. Common Stock"
TBLAW,Taboola.com Ltd. Warrant
SGBX,Safe & Green Holdings Corp. Common Stock
DOMO,"Domo, Inc. Class B Common Stock"
PFN,Pimco Income Strategy Fund II
SHO^H,"Sunstone Hotel Investors, Inc."
CDNA,"CareDx, Inc. Common Stock"
AFG,"American Financial Group, Inc. Common Stock"
CHD,"Church & Dwight Company, Inc."
SGRY,"Surgery Partners, Inc. Common Stock"
MRTN,"Marten Transport, Ltd. Common Stock"
RNP,"Cohen & Steers REIT and Preferred and Income Fund, Inc. Common Shares"
NTST,NetSTREIT Corp. Common Stock
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium)
TU,Telus Corporation Ordinary Shares
CIM^A,Chimera Investment Corporation 8.00% Series A Cumulative Redeemable Preferred Stock
CVS,CVS Health Corporation Common Stock
MFAO,"MFA Financial, Inc."
CTNM,"Contineum Therapeutics, Inc. Class A Common Stock"
CCIF,Carlyle Credit Income Fund SHARES OF BENEFICIAL INTEREST.
EFX,"Equifax, Inc."
RMR,The RMR Group Inc. Class A Common Stock
PCG^A,Pacific Gas & Electric Co.
ATCOL,Atlas Corp.
EICC,Eagle Point Income Company Inc. 8.00% Series C Term Preferred Stock due 2029
FGB,First Trust Specialty Finance and Financial Opportunities Fund
RLTY,Cohen & Steers Real Estate Opportunities and Income Fund Common Shares of Beneficial Interest
ERIC,Ericsson American Depositary Shares
HTLFP,"Heartland Financial USA, Inc. Depositary Shares, each representing a 1/400th ownership interest in a share of 7.00% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series E"
FCF,First Commonwealth Financial Corporation Common Stock
ATCO^H,Atlas Corp.
BEPJ,Brookfield BRP Holdings (Canada) Inc. 7.250% Perpetual Subordinated Notes
BSVN,Bank7 Corp. Common stock
GF,"New Germany Fund, Inc. (The) Common Stock"
TVE,Tennessee Valley Authority
CGBDL,"Carlyle Secured Lending, Inc."
JCTC,Jewett-Cameron Trading Company Common Shares
NYAX,Nayax Ltd. Ordinary Shares
CTBB,"Qwest Corporation 
6.5% Notes due 2056"
PITAW,Heramba Electric plc Warrants
BOH^B,Bank of Hawaii Corporation
MTB,M&T Bank Corporation Common Stock
CALM,"Cal-Maine Foods, Inc. Common Stock"
TREX,"Trex Company, Inc. Common Stock"
MOBX,"Mobix Labs, Inc. Class A Common Stock"
BBSI,"Barrett Business Services, Inc."
REPX,"Riley Exploration Permian, Inc. Common Stock"
VMD,"Viemed Healthcare, Inc. Common Shares"
SFBC,"Sound Financial Bancorp, Inc. Common Stock"
MTB^J,M&T Bank Corporation
NIM,Nuveen Select Maturities Municipal Fund Common Stock
FATBP,FAT Brands Inc. 8.25% Series B Cumulative Preferred Stock
CBOE,"Cboe Global Markets, Inc. Common Stock"
WCC,"WESCO International, Inc."
CAG,"ConAgra Brands, Inc. Common Stock"
HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares)
GIG,GigCapital7 Corp. Class A Ordinary Share
CHEB,Chenghe Acquisition II Co. Class A Ordinary Shares
FSHP,Flag Ship Acquisition Corp. Ordinary Shares
PYPL,"PayPal Holdings, Inc. Common Stock"
HMC,"Honda Motor Company, Ltd. Common Stock"
DG,Dollar General Corporation Common Stock
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share)
CEP,"Cantor Equity Partners, Inc. Class A Ordinary Shares"
GPAT,GP-Act III Acquisition Corp. Class A Ordinary Share
SRCL,"Stericycle, Inc. Common Stock"
OTIS,Otis Worldwide Corporation Common Stock
JBHT,"J.B. Hunt Transport Services, Inc."
CLBR,Colombier Acquisition Corp. II Class A Ordinary Shares
MXF,"Mexico Fund, Inc. (The) Common Stock"
WMB,"Williams Companies, Inc. (The) Common Stock"
PRIF^K,"Priority Income Fund, Inc. 7.000% Series K Cumulative Preferred Stock"
KNX,Knight-Swift Transportation Holdings Inc.
OXLCO,"Oxford Lane Capital Corp. Preferred Stock Shares, 6.00% Series 2029"
SPNT^B,SiriusPoint Ltd.
CLX,Clorox Company (The) Common Stock
BOX,"Box, Inc."
DMYY,"dMY Squared Technology Group, Inc. Class A Common Stock"
PDM,"Piedmont Office Realty Trust, Inc."
HHH,Howard Hughes Holdings Inc. Common Stock
CBZ,"CBIZ, Inc. Common Stock"
VSTO,Vista Outdoor Inc. Common Stock
NRDS,"NerdWallet, Inc. Class A Common Stock"
EBMT,"Eagle Bancorp Montana, Inc. Common Stock"
TAIT,Taitron Components Incorporated
CLST,"Catalyst Bancorp, Inc. Common Stock"
FTII,FutureTech II Acquisition Corp. Class A Common Stock
MARXU,Mars Acquisition Corp. Unit
RJF^B,"Raymond James Financial, Inc."
SAZ,Saratoga Investment Corp
VLT,Invesco High Income Trust II
MSSA,Metal Sky Star Acquisition Corporation
NJR,New Jersey Resources Corporation
INST,"Instructure Holdings, Inc. Common Stock"
APXI,APx Acquisition Corp. I Class A Ordinary Share
FHB,"First Hawaiian, Inc."
BPRN,"Princeton Bancorp, Inc."
BCV^A,Bancroft Fund Limited 5.375% Series A Cumulative Preferred Shares
DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock
AGNCP,AGNC Investment Corp.
AXSM,"Axsome Therapeutics, Inc. Common Stock"
VHC,VirnetX Holding Corp Common Stock
TWO^C,Two Harbors Investments Corp 7.25% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
FUL,H. B. Fuller Company Common Stock
MBINO,Merchants Bancorp
ATH^C,"Athene Holding Ltd. 
Depositary Shares, each representing a 1/1,000th 
Interest in a Share of 
6.375% Fixed-Rate Reset Perpetual 
Non-Cumulative 
Preference Shares, Series C"
GJO,"Synthetic Fixed-Income Securities, Inc. on behalf of STRATS(SM) Trust for Wal-Mart Stores, Inc. Securities, Series 2004-5"
STZ,"Constellation Brands, Inc. Common Stock"
RWTN,"Redwood Trust, Inc."
SBBA,Scorpio Tankers Inc. 7.00% Senior Notes due 2025
EFC,Ellington Financial Inc. Common Stock
MTB^H,M&T Bank Corporation
